"id_gym";"type_gym";"name"
22374;"Health Clubs";"Greenwich"
15141;"Other types";"Havering"
19616;"Health Clubs";"Wandsworth"
661;"Smaller Gym";"Richmond upon Thames"
8652;"Gym with Swimming Pool";"Hounslow"
18747;"Gym with Swimming Pool";"Haringey"
5090;"Smaller Gym";"Hackney"
5499;"Martial Arts Gym";"Brent"
5338;"Gym with Swimming Pool";"Southwark"
443;"Outdoors Installations Gym";"Lewisham"
15809;"Martial Arts Gym";"Croydon"
11669;"Dance Gym";"Merton"
22236;"Martial Arts Gym";"Lewisham"
21936;"Dance Gym";"Hackney"
9569;"Martial Arts Gym";"Barnet"
214;"Smaller Gym";"Waltham Forest"
9366;"Martial Arts Gym";"Lewisham"
12642;"Other types";"Kingston upon Thames"
19246;"Social Gym";"Islington"
848;"Gym with Swimming Pool";"Hillingdon"
21036;"Health Clubs";"Redbridge"
11042;"Fitness Centers";"Hackney"
11053;"Gym with Swimming Pool";"Hackney"
12467;"Outdoors Installations Gym";"Greenwich"
9908;"Martial Arts Gym";"Sutton"
15671;"Other types";"Wandsworth"
22682;"Gym with Swimming Pool";"Enfield"
17581;"Gym with Swimming Pool";"Kingston upon Thames"
7580;"Social Gym";"NULL"
2488;"Martial Arts Gym";"Harrow"
10843;"Martial Arts Gym";"Haringey"
22737;"Martial Arts Gym";"Croydon"
20362;"Martial Arts Gym";"Greenwich"
18306;"Martial Arts Gym";"Bromley"
5219;"Martial Arts Gym";"Havering"
889;"Martial Arts Gym";"Enfield"
22505;"Dance Gym";"Hounslow"
2523;"Smaller Gym";"Brent"
21790;"Health Clubs";"Sutton"
9334;"Outdoors Installations Gym";"Islington"
4327;"Martial Arts Gym";"Lambeth"
7983;"Outdoors Installations Gym";"Westminster"
14821;"Smaller Gym";"Croydon"
15705;"Smaller Gym";"Hillingdon"
6525;"Dance Gym";"Greenwich"
2646;"Fitness Centers";"Richmond upon Thames"
8457;"Martial Arts Gym";"Harrow"
12532;"Martial Arts Gym";"NULL"
21290;"Gym with Swimming Pool";"Bromley"
19745;"Smaller Gym";"Haringey"
349;"Outdoors Installations Gym";"Lambeth"
15329;"Martial Arts Gym";"Bromley"
16803;"Smaller Gym";"Croydon"
19510;"Martial Arts Gym";"Richmond upon Thames"
8658;"Other types";"Hounslow"
1893;"Martial Arts Gym";"Haringey"
1454;"Other types";"Bromley"
3659;"Other types";"Richmond upon Thames"
189;"Health Clubs";"Waltham Forest"
10819;"Martial Arts Gym";"Enfield"
5817;"Smaller Gym";"Hillingdon"
3320;"Social Gym";"Lambeth"
3185;"Dance Gym";"Waltham Forest"
12492;"Outdoors Installations Gym";"Bexley"
14826;"Martial Arts Gym";"Croydon"
1354;"Health Clubs";"Lambeth"
11789;"Outdoors Installations Gym";"Enfield"
21705;"Health Clubs";"Enfield"
14204;"Other types";"Barking and Dagenham"
14651;"Other types";"Merton"
19239;"Gym with Swimming Pool";"Islington"
21425;"Outdoors Installations Gym";"NULL"
12710;"Smaller Gym";"Wandsworth"
6077;"Gym with Swimming Pool";"Hammersmith and Fulham"
12146;"Dance Gym";"Redbridge"
10091;"Gym with Swimming Pool";"Tower Hamlets"
20128;"Dance Gym";"Barking and Dagenham"
1181;"Martial Arts Gym";"Waltham Forest"
11068;"Social Gym";"Tower Hamlets"
1667;"Health Clubs";"Richmond upon Thames"
2688;"Dance Gym";"Hounslow"
2441;"Gym with Swimming Pool";"Lewisham"
10835;"Other types";"Haringey"
405;"Health Clubs";"Islington"
21751;"Martial Arts Gym";"Croydon"
20155;"Dance Gym";"Lambeth"
21022;"Martial Arts Gym";"Waltham Forest"
20774;"Martial Arts Gym";"Croydon"
10022;"Social Gym";"Hammersmith and Fulham"
21677;"Social Gym";"Hillingdon"
6495;"Outdoors Installations Gym";"Brent"
4039;"Other types";"Camden"
4444;"Other types";"Bromley"
2392;"Other types";"Islington"
18554;"Dance Gym";"Hounslow"
21071;"Gym with Swimming Pool";"Havering"
7811;"Health Clubs";"Hillingdon"
17709;"Other types";"Hillingdon"
7235;"Smaller Gym";"Newham"
8086;"Other types";"Hackney"
18420;"Dance Gym";"Bexley"
17340;"Martial Arts Gym";"Harrow"
12352;"Other types";"Lewisham"
4322;"Martial Arts Gym";"Lambeth"
8137;"Martial Arts Gym";"Waltham Forest"
110;"Martial Arts Gym";"Hammersmith and Fulham"
20644;"Health Clubs";"Ealing"
12240;"Health Clubs";"Lambeth"
3348;"Gym with Swimming Pool";"Southwark"
4954;"Smaller Gym";"Sutton"
6960;"Martial Arts Gym";"Kensington and Chelsea"
1110;"Gym with Swimming Pool";"Hammersmith and Fulham"
3257;"Martial Arts Gym";"Newham"
19072;"Health Clubs";"Redbridge"
13580;"Social Gym";"Hounslow"
18116;"Gym with Swimming Pool";"Newham"
861;"Martial Arts Gym";"Hillingdon"
15;"Martial Arts Gym";"Kensington and Chelsea"
8276;"Martial Arts Gym";"Barking and Dagenham"
6857;"Martial Arts Gym";"Enfield"
23076;"Martial Arts Gym";"Newham"
2106;"Other types";"Hackney"
20598;"Martial Arts Gym";"Wandsworth"
2904;"Other types";"Haringey"
15595;"Health Clubs";"Kingston upon Thames"
12246;"Other types";"Lambeth"
18393;"Smaller Gym";"Greenwich"
2278;"Martial Arts Gym";"Newham"
5548;"Other types";"Bexley"
3475;"Outdoors Installations Gym";"Harrow"
19625;"Dance Gym";"Wandsworth"
19894;"Health Clubs";"Camden"
20157;"Fitness Centers";"Lambeth"
15043;"Martial Arts Gym";"Tower Hamlets"
13429;"Other types";"Brent"
6694;"Health Clubs";"Kingston upon Thames"
6150;"Smaller Gym";"Waltham Forest"
10369;"Other types";"Lewisham"
6088;"Fitness Centers";"Hackney"
23084;"Smaller Gym";"Newham"
21855;"Martial Arts Gym";"Westminster"
15009;"Health Clubs";"Hackney"
23007;"Gym with Swimming Pool";"Redbridge"
9208;"Dance Gym";"Havering"
11021;"Health Clubs";"Hammersmith and Fulham"
11964;"Outdoors Installations Gym";"Westminster"
19629;"Health Clubs";"Wandsworth"
8933;"Martial Arts Gym";"Kensington and Chelsea"
4663;"Gym with Swimming Pool";"Richmond upon Thames"
10602;"Other types";"Richmond upon Thames"
7357;"Martial Arts Gym";"Islington"
1675;"Other types";"Richmond upon Thames"
11267;"Martial Arts Gym";"Lambeth"
23454;"Fitness Centers";"Richmond upon Thames"
20367;"Health Clubs";"Greenwich"
7883;"Martial Arts Gym";"Haringey"
10201;"Other types";"Newham"
980;"Martial Arts Gym";"Sutton"
261;"Fitness Centers";"Havering"
1618;"Martial Arts Gym";"NULL"
11207;"Martial Arts Gym";"Newham"
7504;"Other types";"Brent"
18137;"Smaller Gym";"Newham"
782;"Other types";"Wandsworth"
19396;"Other types";"Greenwich"
11284;"Health Clubs";"Southwark"
9513;"Dance Gym";"Greenwich"
11258;"Health Clubs";"Lambeth"
21643;"Health Clubs";"Ealing"
8754;"Health Clubs";"Ealing"
4090;"Dance Gym";"Hammersmith and Fulham"
19757;"Martial Arts Gym";"Croydon"
17472;"Health Clubs";"NULL"
22013;"Other types";"Waltham Forest"
15955;"Gym with Swimming Pool";"Hammersmith and Fulham"
617;"Martial Arts Gym";"NULL"
16102;"Other types";"Redbridge"
10349;"Martial Arts Gym";"Lewisham"
14786;"Dance Gym";"Haringey"
16673;"Martial Arts Gym";"Ealing"
6689;"Other types";"Kingston upon Thames"
19547;"Health Clubs";"Hounslow"
13555;"Other types";"Richmond upon Thames"
9048;"Dance Gym";"Hammersmith and Fulham"
7409;"Health Clubs";"Lewisham"
17419;"Fitness Centers";"Greenwich"
23063;"Other types";"Newham"
21353;"Outdoors Installations Gym";"Brent"
12601;"Social Gym";"Hounslow"
7491;"Martial Arts Gym";"Brent"
6885;"Health Clubs";"Haringey"
15040;"Martial Arts Gym";"Tower Hamlets"
9246;"Health Clubs";"Barking and Dagenham"
9076;"Martial Arts Gym";"Hackney"
19164;"Other types";"Lambeth"
20061;"Gym with Swimming Pool";"Havering"
16302;"Other types";"Lewisham"
9616;"Martial Arts Gym";"Richmond upon Thames"
8830;"Fitness Centers";"Enfield"
18748;"Health Clubs";"Haringey"
7955;"Gym with Swimming Pool";"Kensington and Chelsea"
6223;"Dance Gym";"Havering"
3694;"Martial Arts Gym";"Hounslow"
7019;"Fitness Centers";"Camden"
4208;"Health Clubs";"Redbridge"
8421;"Health Clubs";"Bromley"
21872;"Social Gym";"Camden"
15097;"Other types";"Redbridge"
16437;"Martial Arts Gym";"Greenwich"
8359;"Health Clubs";"Islington"
22447;"Other types";"Barnet"
6775;"Gym with Swimming Pool";"Wandsworth"
8508;"Fitness Centers";"Greenwich"
7813;"Fitness Centers";"Hillingdon"
38;"Martial Arts Gym";"Westminster"
1173;"Outdoors Installations Gym";"Tower Hamlets"
20407;"Dance Gym";"Bexley"
7563;"Gym with Swimming Pool";"Bexley"
13564;"Martial Arts Gym";"Richmond upon Thames"
549;"Other types";"Brent"
8704;"Martial Arts Gym";"Merton"
1232;"Martial Arts Gym";"Redbridge"
16569;"Other types";"Hounslow"
412;"Martial Arts Gym";"Islington"
4207;"Other types";"Redbridge"
23655;"Martial Arts Gym";"Enfield"
8944;"Other types";"Kensington and Chelsea"
1677;"Martial Arts Gym";"Richmond upon Thames"
23328;"Other types";"Brent"
189;"Health Clubs";"Waltham Forest"
7911;"Dance Gym";"Croydon"
11437;"Martial Arts Gym";"Brent"
517;"Smaller Gym";"Harrow"
20284;"Other types";"Bromley"
658;"Martial Arts Gym";"Barnet"
22320;"Martial Arts Gym";"Brent"
5312;"Social Gym";"Lambeth"
7600;"Health Clubs";"Barnet"
20879;"Smaller Gym";"Camden"
19346;"Outdoors Installations Gym";"Harrow"
6370;"Fitness Centers";"Islington"
1495;"Gym with Swimming Pool";"Harrow"
13548;"Gym with Swimming Pool";"Richmond upon Thames"
5779;"Other types";"Wandsworth"
4656;"Martial Arts Gym";"Richmond upon Thames"
15306;"Health Clubs";"Lewisham"
20537;"Fitness Centers";"Kingston upon Thames"
7218;"Social Gym";"Havering"
13543;"Martial Arts Gym";"Barnet"
23118;"Smaller Gym";"Barking and Dagenham"
12142;"Health Clubs";"Redbridge"
10746;"Smaller Gym";"Ealing"
5576;"Smaller Gym";"Bexley"
15333;"Martial Arts Gym";"Bromley"
16998;"Dance Gym";"Tower Hamlets"
22777;"Martial Arts Gym";"Sutton"
6481;"Martial Arts Gym";"Harrow"
1359;"Gym with Swimming Pool";"Southwark"
22184;"Dance Gym";"Southwark"
9020;"Gym with Swimming Pool";"Camden"
22522;"Gym with Swimming Pool";"Kingston upon Thames"
4984;"Smaller Gym";"Kensington and Chelsea"
2710;"Martial Arts Gym";"Kingston upon Thames"
21769;"Health Clubs";"Croydon"
12856;"Martial Arts Gym";"Croydon"
10759;"Other types";"Ealing"
12675;"Other types";"Merton"
13094;"Dance Gym";"Waltham Forest"
4343;"Martial Arts Gym";"Southwark"
11649;"Martial Arts Gym";"Kingston upon Thames"
858;"Social Gym";"Hillingdon"
8032;"Gym with Swimming Pool";"Camden"
21770;"Other types";"Croydon"
8844;"Dance Gym";"Enfield"
7742;"Smaller Gym";"Wandsworth"
23044;"Martial Arts Gym";"Havering"
5191;"Fitness Centers";"Redbridge"
6495;"Outdoors Installations Gym";"Brent"
22250;"Outdoors Installations Gym";"Lewisham"
6193;"Martial Arts Gym";"Redbridge"
21893;"Martial Arts Gym";"Camden"
1449;"Social Gym";"Lewisham"
6441;"Martial Arts Gym";"Bromley"
9990;"Health Clubs";"Camden"
6744;"Other types";"Merton"
4409;"Martial Arts Gym";"Lewisham"
14692;"Social Gym";"Ealing"
11644;"Fitness Centers";"Kingston upon Thames"
16822;"Smaller Gym";"Sutton"
8051;"Martial Arts Gym";"Hammersmith and Fulham"
9511;"Martial Arts Gym";"Greenwich"
12168;"Health Clubs";"Havering"
1888;"Martial Arts Gym";"Enfield"
3841;"Other types";"Hillingdon"
20518;"Martial Arts Gym";"Hounslow"
13521;"Martial Arts Gym";"Barnet"
10618;"Outdoors Installations Gym";"Hounslow"
13297;"Other types";"Islington"
7823;"Other types";"Hillingdon"
8568;"Gym with Swimming Pool";"NULL"
21037;"Martial Arts Gym";"Redbridge"
9342;"Martial Arts Gym";"Islington"
8710;"Martial Arts Gym";"Merton"
16384;"Other types";"Brent"
2144;"Martial Arts Gym";"Tower Hamlets"
22324;"Outdoors Installations Gym";"Brent"
18815;"Martial Arts Gym";"Sutton"
22990;"Outdoors Installations Gym";"Waltham Forest"
17100;"Social Gym";"Havering"
10134;"Martial Arts Gym";"Waltham Forest"
18229;"Martial Arts Gym";"Southwark"
16691;"Dance Gym";"Ealing"
10942;"Health Clubs";"Westminster"
14497;"Health Clubs";"NULL"
4415;"Gym with Swimming Pool";"Lewisham"
5868;"Gym with Swimming Pool";"Enfield"
5071;"Martial Arts Gym";"Hammersmith and Fulham"
3845;"Fitness Centers";"Hillingdon"
2507;"Health Clubs";"Brent"
7122;"Gym with Swimming Pool";"Tower Hamlets"
5951;"Other types";"Sutton"
2251;"Other types";"Havering"
15289;"Health Clubs";"Islington"
4351;"Gym with Swimming Pool";"Southwark"
1939;"Fitness Centers";"Croydon"
2013;"Gym with Swimming Pool";"Westminster"
10163;"Gym with Swimming Pool";"Redbridge"
10476;"Outdoors Installations Gym";"Greenwich"
2561;"Martial Arts Gym";"Greenwich"
5228;"Gym with Swimming Pool";"Havering"
17651;"Other types";"Wandsworth"
5800;"Other types";"Ealing"
12255;"Martial Arts Gym";"Lambeth"
19642;"Martial Arts Gym";"Ealing"
7393;"Martial Arts Gym";"Lewisham"
2976;"Gym with Swimming Pool";"Sutton"
3899;"Dance Gym";"Haringey"
5648;"Outdoors Installations Gym";"Richmond upon Thames"
11873;"Other types";"Croydon"
8192;"Other types";"Redbridge"
23253;"Martial Arts Gym";"Bromley"
22409;"Dance Gym";"NULL"
18569;"Martial Arts Gym";"Kingston upon Thames"
10791;"Martial Arts Gym";"Hillingdon"
9754;"Smaller Gym";"Ealing"
9945;"Fitness Centers";"Kensington and Chelsea"
6103;"Gym with Swimming Pool";"Hackney"
11690;"Health Clubs";"Wandsworth"
20276;"Martial Arts Gym";"Bromley"
20571;"Health Clubs";"Merton"
6690;"Dance Gym";"Kingston upon Thames"
4006;"Outdoors Installations Gym";"Westminster"
10008;"Other types";"Camden"
7098;"Health Clubs";"Hackney"
12525;"Other types";"NULL"
14117;"Fitness Centers";"Redbridge"
19728;"Dance Gym";"Haringey"
12867;"Martial Arts Gym";"Sutton"
8121;"Gym with Swimming Pool";"Tower Hamlets"
11820;"Smaller Gym";"Haringey"
6896;"Health Clubs";"Croydon"
2195;"Martial Arts Gym";"Waltham Forest"
9946;"Martial Arts Gym";"Kensington and Chelsea"
11502;"Martial Arts Gym";"Bexley"
5775;"Dance Gym";"Wandsworth"
4503;"Martial Arts Gym";"Brent"
1282;"Martial Arts Gym";"Newham"
20071;"Martial Arts Gym";"Havering"
20210;"Health Clubs";"Southwark"
16566;"Dance Gym";"Hounslow"
11895;"Other types";"Sutton"
14532;"Outdoors Installations Gym";"Barnet"
21520;"Smaller Gym";"Hounslow"
23494;"Health Clubs";"Hounslow"
21528;"Other types";"Hounslow"
11480;"Fitness Centers";"Greenwich"
17376;"Other types";"Brent"
3435;"Martial Arts Gym";"Lewisham"
17009;"Smaller Gym";"Tower Hamlets"
12409;"Outdoors Installations Gym";"Harrow"
7601;"Gym with Swimming Pool";"Barnet"
12272;"Martial Arts Gym";"Southwark"
18525;"Martial Arts Gym";"Hounslow"
4317;"Other types";"Lambeth"
1193;"Martial Arts Gym";"Waltham Forest"
12138;"Health Clubs";"Redbridge"
21948;"Fitness Centers";"Hackney"
7291;"Martial Arts Gym";"Barking and Dagenham"
18996;"Health Clubs";"Tower Hamlets"
20985;"Martial Arts Gym";"Tower Hamlets"
8320;"Outdoors Installations Gym";"Southwark"
22608;"Smaller Gym";"Ealing"
1559;"Other types";"Greenwich"
17492;"Smaller Gym";"Barnet"
12189;"Martial Arts Gym";"Newham"
14090;"Martial Arts Gym";"Waltham Forest"
4849;"Health Clubs";"Enfield"
23515;"Other types";"Kingston upon Thames"
21786;"Martial Arts Gym";"Sutton"
8482;"Fitness Centers";"Brent"
20297;"Outdoors Installations Gym";"Bromley"
9382;"Health Clubs";"Lewisham"
19024;"Martial Arts Gym";"Waltham Forest"
14507;"Other types";"NULL"
21759;"Dance Gym";"Croydon"
22314;"Outdoors Installations Gym";"Harrow"
12838;"Martial Arts Gym";"Croydon"
13001;"Gym with Swimming Pool";"Hammersmith and Fulham"
5787;"Martial Arts Gym";"Ealing"
7432;"Health Clubs";"Bromley"
9269;"Social Gym";"Barking and Dagenham"
23254;"Other types";"Bromley"
18370;"Health Clubs";"Brent"
2255;"Health Clubs";"Havering"
1408;"Martial Arts Gym";"Islington"
2920;"Fitness Centers";"Haringey"
19152;"Smaller Gym";"Barking and Dagenham"
5172;"Health Clubs";"Waltham Forest"
14421;"Martial Arts Gym";"Brent"
20540;"Gym with Swimming Pool";"Kingston upon Thames"
9259;"Other types";"Barking and Dagenham"
6215;"Martial Arts Gym";"Havering"
15256;"Martial Arts Gym";"Southwark"
5875;"Health Clubs";"Haringey"
1588;"Martial Arts Gym";"Bexley"
17377;"Gym with Swimming Pool";"Brent"
4707;"Gym with Swimming Pool";"Kingston upon Thames"
20174;"Other types";"Lambeth"
10501;"Health Clubs";"Bexley"
4702;"Dance Gym";"Kingston upon Thames"
6266;"Other types";"Newham"
3328;"Gym with Swimming Pool";"Lambeth"
899;"Other types";"Haringey"
23107;"Other types";"Barking and Dagenham"
18033;"Outdoors Installations Gym";"Waltham Forest"
9196;"Martial Arts Gym";"Havering"
2692;"Health Clubs";"Hounslow"
15090;"Martial Arts Gym";"Redbridge"
1853;"Martial Arts Gym";"Hillingdon"
17186;"Martial Arts Gym";"Lambeth"
13188;"Health Clubs";"Newham"
17901;"Other types";"Camden"
21768;"Gym with Swimming Pool";"Croydon"
11089;"Other types";"Tower Hamlets"
19008;"Martial Arts Gym";"Tower Hamlets"
15237;"Other types";"Southwark"
4298;"Social Gym";"Barking and Dagenham"
4387;"Martial Arts Gym";"Islington"
8236;"Martial Arts Gym";"Newham"
19492;"Other types";"Richmond upon Thames"
23232;"Other types";"Lewisham"
9490;"Health Clubs";"Greenwich"
7634;"Dance Gym";"Richmond upon Thames"
10672;"Smaller Gym";"Merton"
7368;"Martial Arts Gym";"Islington"
5958;"Other types";"Sutton"
1140;"Health Clubs";"Hackney"
2922;"Fitness Centers";"Croydon"
13711;"Dance Gym";"Ealing"
13450;"Smaller Gym";"Greenwich"
2743;"Health Clubs";"Merton"
13608;"Fitness Centers";"Kingston upon Thames"
23067;"Martial Arts Gym";"Newham"
15099;"Gym with Swimming Pool";"Redbridge"
10047;"Other types";"Hackney"
6264;"Other types";"Newham"
19690;"Health Clubs";"Hillingdon"
20527;"Martial Arts Gym";"Hounslow"
23474;"Martial Arts Gym";"Hounslow"
19367;"Smaller Gym";"Brent"
13871;"Martial Arts Gym";"Sutton"
14135;"Other types";"Havering"
16553;"Outdoors Installations Gym";"Hounslow"
17919;"Smaller Gym";"Camden"
7197;"Gym with Swimming Pool";"Redbridge"
13431;"Health Clubs";"Brent"
22095;"Gym with Swimming Pool";"Newham"
5937;"Martial Arts Gym";"Sutton"
18767;"Martial Arts Gym";"Haringey"
12032;"Smaller Gym";"Hackney"
3532;"Other types";"Greenwich"
6756;"Social Gym";"Wandsworth"
16108;"Health Clubs";"Havering"
18529;"Fitness Centers";"Hounslow"
13817;"Smaller Gym";"Haringey"
12109;"Martial Arts Gym";"Waltham Forest"
5710;"Other types";"Kingston upon Thames"
10584;"Fitness Centers";"Richmond upon Thames"
14750;"Martial Arts Gym";"Hillingdon"
1458;"Other types";"Bromley"
9315;"Martial Arts Gym";"Southwark"
18730;"Martial Arts Gym";"Enfield"
22970;"Health Clubs";"Waltham Forest"
10589;"Martial Arts Gym";"Richmond upon Thames"
4564;"Martial Arts Gym";"Bexley"
8544;"Health Clubs";"Bexley"
14971;"Outdoors Installations Gym";"Hammersmith and Fulham"
10691;"Social Gym";"Merton"
9358;"Martial Arts Gym";"Islington"
5515;"Smaller Gym";"Brent"
7172;"Fitness Centers";"Waltham Forest"
1454;"Other types";"Bromley"
16652;"Martial Arts Gym";"Wandsworth"
18584;"Outdoors Installations Gym";"Kingston upon Thames"
3023;"Other types";"Westminster"
15112;"Health Clubs";"Havering"
14042;"Health Clubs";"Tower Hamlets"
2820;"Smaller Gym";"Ealing"
5627;"Martial Arts Gym";"Barnet"
10567;"Gym with Swimming Pool";"Barnet"
6604;"Other types";"Barnet"
21878;"Martial Arts Gym";"Camden"
18607;"Martial Arts Gym";"Merton"
1645;"Social Gym";"Barnet"
13166;"Gym with Swimming Pool";"Havering"
14588;"Martial Arts Gym";"Hounslow"
1709;"Martial Arts Gym";"Kingston upon Thames"
7249;"Other types";"Newham"
21590;"Health Clubs";"Merton"
18890;"Martial Arts Gym";"Camden"
20279;"Martial Arts Gym";"Bromley"
6351;"Other types";"Southwark"
255;"Dance Gym";"Havering"
5034;"Fitness Centers";"Camden"
18441;"Health Clubs";"Bexley"
14827;"Fitness Centers";"Croydon"
12670;"Smaller Gym";"Merton"
14623;"Smaller Gym";"Kingston upon Thames"
19341;"Fitness Centers";"Harrow"
14012;"Other types";"Hackney"
21961;"Martial Arts Gym";"Tower Hamlets"
